project_id,project_type,terrain,planned_days,planned_cost,regulatory_risk,season,vendor,vendor_rating,market_condition,actual_days,actual_cost,cost_overrun_pct,time_overrun_pct,cost_overrun,time_overrun
P00905,substation,urban,207,50000000.0,Low,Winter,vendor_10,4.3,Stable,179,44208198.52495257,-0.11583602950094864,-0.13526570048309178,0,0
P00906,substation,plains,161,50000000.0,Low,Winter,vendor_9,3.0,Stable,170,53497976.695616536,0.06995953391233072,0.055900621118012424,0,0
P00907,substation,plains,192,50000000.0,Low,Winter,vendor_17,2.8,Stable,202,52460994.150268346,0.04921988300536692,0.052083333333333336,0,0
P00908,underground_cable,plains,166,20000000.0,Low,Summer,vendor_16,4.7,Volatile,176,23041743.69365573,0.15208718468278645,0.060240963855421686,1,0
P00909,substation,plains,155,50000000.0,High,Summer,vendor_5,4.6,Stable,170,54287470.90554187,0.08574941811083735,0.0967741935483871,0,0
P00910,substation,forest,166,50000000.0,Low,Monsoon,vendor_14,3.4,Volatile,191,56058447.14417925,0.12116894288358494,0.15060240963855423,1,1
P00911,substation,urban,193,50000000.0,Low,Winter,vendor_1,2.9,Stable,198,51583839.76357829,0.031676795271565764,0.025906735751295335,0,0
P00912,overhead_line,plains,131,10000000.0,Low,Winter,vendor_11,2.9,Stable,135,10317110.36052966,0.03171103605296593,0.030534351145038167,0,0
P00913,overhead_line,plains,112,10000000.0,Low,Summer,vendor_10,4.0,Stable,113,10283503.182663664,0.02835031826636642,0.008928571428571428,0,0
P00914,substation,forest,160,50000000.0,Low,Winter,vendor_8,4.8,Volatile,147,47635329.46355568,-0.047293410728886424,-0.08125,0,0
P00915,overhead_line,plains,119,10000000.0,Medium,Summer,vendor_3,3.0,Stable,125,10711913.700863026,0.07119137008630261,0.05042016806722689,0,0
P00916,substation,urban,193,50000000.0,Low,Monsoon,vendor_11,3.4,Stable,193,44765436.59851547,-0.10469126802969053,0.0,0,0
P00917,substation,forest,159,50000000.0,Medium,Summer,vendor_14,4.2,Stable,163,52298891.27697045,0.04597782553940907,0.025157232704402517,0,0
P00918,overhead_line,hilly,120,10000000.0,Low,Summer,vendor_16,4.4,Stable,113,9628815.37712098,-0.03711846228790209,-0.058333333333333334,0,0
P00919,overhead_line,forest,138,10000000.0,Medium,Summer,vendor_20,4.2,Stable,139,10197953.497435229,0.01979534974352289,0.007246376811594203,0,0
P00920,substation,plains,223,50000000.0,Low,Monsoon,vendor_15,3.4,Stable,235,54004846.37347892,0.08009692746957839,0.053811659192825115,0,0
P00921,overhead_line,plains,118,10000000.0,Medium,Summer,vendor_20,2.8,Stable,139,11826795.54612544,0.18267955461254398,0.17796610169491525,1,1
P00922,substation,plains,179,50000000.0,Low,Summer,vendor_4,4.5,Stable,168,47635001.6444477,-0.04729996711104602,-0.061452513966480445,0,0
P00923,overhead_line,plains,123,10000000.0,Low,Summer,vendor_16,5.0,Volatile,125,10734359.651658488,0.07343596516584884,0.016260162601626018,0,0
P00924,overhead_line,plains,136,10000000.0,High,Summer,vendor_18,2.7,Stable,172,12510733.127584755,0.25107331275847555,0.2647058823529412,1,1
P00925,substation,plains,171,50000000.0,Medium,Summer,vendor_17,3.7,Stable,209,61223672.3656883,0.22447344731376603,0.2222222222222222,1,1
P00926,overhead_line,forest,141,10000000.0,Low,Summer,vendor_9,3.7,Stable,134,9723872.509701222,-0.027612749029877783,-0.04964539007092199,0,0
P00927,underground_cable,urban,199,20000000.0,Low,Winter,vendor_18,2.5,Stable,213,21283521.656441264,0.06417608282206319,0.07035175879396985,0,0
P00928,substation,plains,193,50000000.0,Low,Winter,vendor_7,2.6,Stable,207,53674863.683421165,0.07349727366842329,0.07253886010362694,0,0
P00929,substation,plains,194,50000000.0,High,Summer,vendor_20,2.7,Volatile,238,70380201.15747851,0.4076040231495702,0.2268041237113402,1,1
P00930,overhead_line,urban,104,10000000.0,Low,Winter,vendor_20,4.7,Volatile,101,10254673.828617888,0.02546738286178876,-0.028846153846153848,0,0
P00931,substation,plains,157,50000000.0,High,Summer,vendor_14,4.7,Stable,169,53570428.04112674,0.07140856082253486,0.07643312101910828,0,0
P00932,overhead_line,plains,104,10000000.0,Low,Winter,vendor_4,2.8,Stable,104,10139246.989814358,0.013924698981435783,0.0,0,0
P00933,overhead_line,forest,136,10000000.0,Low,Monsoon,vendor_19,4.8,Stable,153,9893502.396363944,-0.010649760363605619,0.125,0,1
P00934,underground_cable,hilly,152,20000000.0,High,Summer,vendor_18,3.5,Stable,180,22898727.99365583,0.14493639968279154,0.18421052631578946,1,1
P00935,underground_cable,plains,139,20000000.0,Medium,Summer,vendor_4,2.9,Stable,161,23103147.092545338,0.1551573546272669,0.15827338129496402,1,1
P00936,underground_cable,hilly,162,20000000.0,Low,Monsoon,vendor_6,3.9,Stable,175,21751425.89241301,0.08757129462065044,0.08024691358024691,0,0
P00937,substation,plains,156,50000000.0,Low,Summer,vendor_1,4.7,Stable,145,46509679.09312615,-0.06980641813747704,-0.07051282051282051,0,0
P00938,substation,plains,151,50000000.0,Low,Summer,vendor_6,4.3,Stable,139,46562235.626762666,-0.06875528746474668,-0.07947019867549669,0,0
P00939,overhead_line,plains,148,10000000.0,Low,Winter,vendor_7,2.8,Volatile,165,11241436.22198721,0.12414362219872102,0.11486486486486487,1,1
P00940,overhead_line,forest,89,10000000.0,Low,Monsoon,vendor_2,2.8,Volatile,93,12246293.062148849,0.22462930621488486,0.0449438202247191,1,0
P00941,substation,hilly,182,50000000.0,Low,Summer,vendor_4,3.2,Volatile,191,61250807.81541427,0.22501615630828545,0.04945054945054945,1,0
P00942,substation,forest,164,50000000.0,Low,Summer,vendor_1,3.8,Stable,163,51018872.60201946,0.02037745204038918,-0.006097560975609756,0,0
P00943,substation,forest,193,50000000.0,High,Summer,vendor_15,3.4,Stable,192,51030172.44936591,0.02060344898731813,-0.0051813471502590676,0,0
P00944,overhead_line,urban,136,10000000.0,Low,Winter,vendor_2,3.2,Stable,134,9860511.644278675,-0.013948835572132468,-0.014705882352941176,0,0
P00945,substation,urban,193,50000000.0,Low,Winter,vendor_2,2.9,Stable,198,51258709.29005776,0.02517418580115527,0.025906735751295335,0,0
P00946,overhead_line,plains,127,10000000.0,Low,Winter,vendor_5,4.9,Stable,114,9061242.081348661,-0.09387579186513387,-0.10236220472440945,0,0
P00947,substation,forest,165,50000000.0,Low,Summer,vendor_19,3.7,Stable,175,54266902.61236986,0.08533805224739716,0.06060606060606061,0,0
P00948,overhead_line,urban,121,10000000.0,Low,Winter,vendor_16,4.1,Stable,132,10984776.102182278,0.09847761021822785,0.09090909090909091,0,0
P00949,underground_cable,plains,125,20000000.0,Medium,Winter,vendor_12,3.4,Stable,143,22431053.67452007,0.12155268372600359,0.144,1,1
P00950,overhead_line,forest,93,10000000.0,Low,Winter,vendor_13,4.5,Volatile,98,10751660.026699571,0.0751660026699571,0.053763440860215055,0,0
P00951,substation,plains,195,50000000.0,Low,Summer,vendor_16,4.2,Stable,184,48076691.48254506,-0.038466170349098744,-0.05641025641025641,0,0
P00952,overhead_line,urban,106,10000000.0,Low,Winter,vendor_13,4.6,Stable,95,8867226.896887172,-0.1132773103112828,-0.10377358490566038,0,0
P00953,overhead_line,forest,110,10000000.0,Low,Winter,vendor_18,4.2,Stable,109,9752429.573497362,-0.024757042650263756,-0.00909090909090909,0,0
P00954,overhead_line,plains,139,10000000.0,Low,Monsoon,vendor_14,4.6,Stable,131,9654726.173958993,-0.034527382604100744,-0.05755395683453238,0,0
P00955,underground_cable,plains,166,20000000.0,Low,Summer,vendor_17,3.9,Stable,160,19472012.16558103,-0.026399391720948556,-0.03614457831325301,0,0
P00956,substation,hilly,188,50000000.0,Medium,Winter,vendor_13,2.7,Stable,196,51819218.968057126,0.03638437936114251,0.0425531914893617,0,0
P00957,substation,hilly,191,50000000.0,Low,Summer,vendor_20,4.7,Stable,186,49754571.090734676,-0.004908578185306489,-0.02617801047120419,0,0
P00958,substation,hilly,168,50000000.0,Low,Monsoon,vendor_2,3.9,Volatile,178,50622000.32210062,0.01244000644201234,0.05952380952380952,0,0
P00959,overhead_line,plains,92,10000000.0,Low,Summer,vendor_14,2.6,Volatile,94,11141264.38301811,0.11412643830181099,0.021739130434782608,1,0
P00960,substation,hilly,183,50000000.0,Low,Monsoon,vendor_8,4.6,Volatile,213,57515990.262529284,0.15031980525058566,0.16393442622950818,1,1
P00961,underground_cable,plains,168,20000000.0,Low,Winter,vendor_14,2.6,Volatile,191,24904537.02446095,0.24522685122304744,0.13690476190476192,1,1
P00962,substation,hilly,191,50000000.0,Low,Summer,vendor_16,3.5,Stable,187,50594445.4823441,0.011888909646881968,-0.020942408376963352,0,0
P00963,underground_cable,urban,144,20000000.0,Medium,Summer,vendor_17,4.9,Stable,141,19637244.52207563,-0.018137773896218463,-0.020833333333333332,0,0
P00964,substation,plains,178,50000000.0,Low,Winter,vendor_3,4.3,Stable,186,52194578.46977503,0.04389156939550057,0.0449438202247191,0,0
P00965,underground_cable,plains,143,20000000.0,High,Winter,vendor_14,4.7,Volatile,187,24635962.648332726,0.2317981324166363,0.3076923076923077,1,1
P00966,substation,plains,160,50000000.0,Medium,Summer,vendor_4,4.0,Stable,204,61832744.45292756,0.2366548890585512,0.275,1,1
P00967,substation,urban,221,50000000.0,Low,Winter,vendor_20,3.6,Volatile,221,57008041.44270884,0.14016082885417686,0.0,1,0
P00968,substation,forest,174,50000000.0,Medium,Winter,vendor_9,3.8,Stable,169,48553722.439159326,-0.028925551216813474,-0.028735632183908046,0,0
P00969,substation,plains,189,50000000.0,Low,Winter,vendor_3,4.3,Stable,188,50267366.97053597,0.005347339410719424,-0.005291005291005291,0,0
P00970,substation,plains,182,50000000.0,Medium,Summer,vendor_5,3.6,Stable,204,57046265.53143719,0.14092531062874378,0.12087912087912088,1,1
P00971,overhead_line,plains,112,10000000.0,High,Winter,vendor_3,4.7,Stable,103,9223511.433238117,-0.0776488566761883,-0.08035714285714286,0,0
P00972,overhead_line,plains,124,10000000.0,Low,Monsoon,vendor_4,3.4,Stable,145,10278025.398201479,0.027802539820147864,0.1693548387096774,0,1
P00973,substation,plains,186,50000000.0,Medium,Summer,vendor_10,3.0,Volatile,189,60383640.64987379,0.20767281299747586,0.016129032258064516,1,0
P00974,substation,hilly,168,50000000.0,Medium,Summer,vendor_17,4.0,Stable,161,48800916.872974,-0.023981662540519984,-0.041666666666666664,0,0
P00975,overhead_line,plains,148,10000000.0,Low,Monsoon,vendor_18,4.5,Stable,136,9321114.989875477,-0.06788850101245232,-0.08108108108108109,0,0
P00976,overhead_line,hilly,119,10000000.0,High,Summer,vendor_15,3.4,Stable,148,11291135.21418351,0.12911352141835095,0.24369747899159663,1,1
P00977,substation,hilly,173,50000000.0,Medium,Winter,vendor_7,4.5,Volatile,203,65811391.75053571,0.3162278350107142,0.17341040462427745,1,1
P00978,overhead_line,forest,105,10000000.0,Medium,Summer,vendor_8,3.1,Stable,141,12155648.517370488,0.21556485173704884,0.34285714285714286,1,1
P00979,substation,plains,206,50000000.0,Low,Winter,vendor_4,2.8,Stable,204,50049456.11860153,0.0009891223720306158,-0.009708737864077669,0,0
P00980,substation,plains,149,50000000.0,Medium,Winter,vendor_7,4.6,Stable,146,47865679.73761249,-0.04268640524775014,-0.020134228187919462,0,0
P00981,substation,plains,157,50000000.0,Low,Summer,vendor_6,4.5,Stable,139,44836179.530214,-0.10327640939572007,-0.11464968152866242,0,0
P00982,overhead_line,plains,119,10000000.0,Low,Summer,vendor_7,2.6,Volatile,124,11872623.901566153,0.18726239015661533,0.04201680672268908,1,0
P00983,substation,plains,171,50000000.0,Low,Winter,vendor_18,4.2,Stable,168,49542598.736731,-0.009148025265379995,-0.017543859649122806,0,0
P00984,overhead_line,urban,141,10000000.0,Low,Summer,vendor_20,4.4,Stable,127,9284759.029871758,-0.0715240970128242,-0.09929078014184398,0,0
P00985,underground_cable,plains,142,20000000.0,Medium,Monsoon,vendor_9,3.4,Stable,162,20306615.45379924,0.015330772689962014,0.14084507042253522,0,1
P00986,substation,urban,186,50000000.0,Low,Winter,vendor_18,4.2,Stable,199,54448046.36683766,0.08896092733675316,0.06989247311827956,0,0
P00987,overhead_line,plains,72,10000000.0,Low,Summer,vendor_16,4.3,Volatile,63,10268609.912659075,0.026860991265907512,-0.125,0,0
P00988,overhead_line,plains,89,10000000.0,Low,Monsoon,vendor_8,3.6,Volatile,96,9528152.680990525,-0.04718473190094754,0.07865168539325842,0,0
P00989,substation,forest,201,50000000.0,Low,Summer,vendor_4,3.6,Stable,181,46649264.190827556,-0.06701471618344888,-0.09950248756218906,0,0
P00990,substation,hilly,176,50000000.0,Medium,Monsoon,vendor_14,4.5,Stable,167,47967507.53675134,-0.04064984926497325,-0.05113636363636364,0,0
P00991,substation,urban,198,50000000.0,Low,Summer,vendor_2,4.7,Stable,172,44908183.58330034,-0.10183632833399325,-0.13131313131313133,0,0
P00992,substation,forest,168,50000000.0,Low,Winter,vendor_5,3.9,Volatile,165,50000575.54425846,1.151088516920805e-05,-0.017857142857142856,0,0
P00993,overhead_line,urban,119,10000000.0,Low,Summer,vendor_15,3.3,Stable,114,9777791.795625625,-0.02222082043743748,-0.04201680672268908,0,0
P00994,substation,plains,176,50000000.0,Low,Winter,vendor_11,3.0,Stable,174,49965924.51962046,-0.000681509607590735,-0.011363636363636364,0,0
P00995,substation,plains,179,50000000.0,Low,Winter,vendor_10,3.2,Stable,196,55760335.7379604,0.11520671475920796,0.09497206703910614,1,0
P00996,underground_cable,forest,134,20000000.0,Low,Monsoon,vendor_13,3.2,Stable,158,20689390.293714773,0.034469514685738646,0.1791044776119403,0,1
P00997,underground_cable,forest,140,20000000.0,Low,Monsoon,vendor_15,4.8,Stable,141,17635158.048472684,-0.1182420975763658,0.007142857142857143,0,0
P00998,overhead_line,hilly,128,10000000.0,Low,Summer,vendor_15,4.9,Stable,119,9347383.361252645,-0.0652616638747355,-0.0703125,0,0
P00999,substation,plains,169,50000000.0,Medium,Winter,vendor_16,3.6,Stable,190,55636729.05888348,0.11273458117766962,0.1242603550295858,1,1
P01000,underground_cable,plains,123,20000000.0,Low,Summer,vendor_4,4.5,Stable,121,20171082.177458417,0.008554108872920834,-0.016260162601626018,0,0
P01001,overhead_line,hilly,129,10000000.0,Medium,Monsoon,vendor_7,4.4,Stable,126,9678826.648840677,-0.0321173351159323,-0.023255813953488372,0,0
P01002,overhead_line,hilly,96,10000000.0,Low,Winter,vendor_4,4.8,Stable,92,9449801.385304887,-0.055019861469511315,-0.041666666666666664,0,0
P01003,substation,urban,191,50000000.0,Low,Monsoon,vendor_10,3.8,Stable,183,48915318.55580911,-0.021693628883817793,-0.041884816753926704,0,0
P01004,underground_cable,hilly,146,20000000.0,High,Summer,vendor_20,2.6,Volatile,202,28494156.774250485,0.42470783871252427,0.3835616438356164,1,1
P01005,overhead_line,urban,122,10000000.0,Low,Winter,vendor_11,4.5,Volatile,123,10750688.051219188,0.07506880512191877,0.00819672131147541,0,0
P01006,overhead_line,urban,116,10000000.0,Low,Summer,vendor_8,2.6,Stable,119,10546884.55526378,0.05468845552637801,0.02586206896551724,0,0
P01007,substation,plains,159,50000000.0,Medium,Monsoon,vendor_20,3.2,Stable,165,51864667.22647622,0.037293344529524444,0.03773584905660377,0,0
P01008,substation,plains,179,50000000.0,Medium,Winter,vendor_11,2.7,Volatile,216,62648421.67272542,0.2529684334545083,0.20670391061452514,1,1
P01009,overhead_line,forest,67,10000000.0,Low,Monsoon,vendor_11,3.0,Volatile,69,11329891.76293542,0.13298917629354204,0.029850746268656716,1,0
P01010,overhead_line,plains,110,10000000.0,Low,Monsoon,vendor_13,4.7,Stable,123,9879657.959892027,-0.012034204010797292,0.11818181818181818,0,1
P01011,overhead_line,plains,112,10000000.0,Low,Winter,vendor_10,4.3,Volatile,107,9770081.920496311,-0.022991807950368898,-0.044642857142857144,0,0
P01012,substation,forest,168,50000000.0,Low,Summer,vendor_13,3.3,Stable,165,50805084.88736416,0.01610169774728313,-0.017857142857142856,0,0
P01013,substation,forest,171,50000000.0,Low,Summer,vendor_1,3.0,Stable,175,52628598.80464358,0.05257197609287158,0.023391812865497075,0,0
P01014,substation,plains,163,50000000.0,Low,Winter,vendor_11,3.6,Stable,173,53482402.39540465,0.06964804790809304,0.06134969325153374,0,0
P01015,overhead_line,plains,123,10000000.0,Low,Winter,vendor_6,4.3,Stable,114,9373155.241895927,-0.06268447581040729,-0.07317073170731707,0,0
P01016,overhead_line,plains,136,10000000.0,High,Monsoon,vendor_18,4.8,Stable,173,10912358.879572826,0.09123588795728255,0.27205882352941174,0,1
P01017,overhead_line,urban,140,10000000.0,Low,Monsoon,vendor_11,4.8,Volatile,129,9792521.865431245,-0.020747813456875458,-0.07857142857142857,0,0
P01018,substation,urban,166,50000000.0,High,Summer,vendor_18,4.2,Volatile,184,60895704.643220685,0.2179140928644137,0.10843373493975904,1,1
P01019,substation,plains,158,50000000.0,High,Summer,vendor_12,3.9,Volatile,176,61458065.31779113,0.22916130635582255,0.11392405063291139,1,1
P01020,overhead_line,plains,111,10000000.0,Medium,Summer,vendor_11,3.6,Volatile,112,11087496.674457764,0.10874966744577642,0.009009009009009009,1,0
P01021,overhead_line,plains,101,10000000.0,Medium,Winter,vendor_9,3.8,Stable,100,9551123.372475764,-0.04488766275242362,-0.009900990099009901,0,0
P01022,substation,plains,187,50000000.0,Low,Summer,vendor_11,3.3,Volatile,188,50294943.71054085,0.005898874210817069,0.0053475935828877,0,0
P01023,overhead_line,plains,117,10000000.0,Medium,Summer,vendor_18,3.6,Stable,119,10543251.771493947,0.054325177149394714,0.017094017094017096,0,0
P01024,substation,plains,222,50000000.0,Medium,Summer,vendor_1,3.9,Stable,214,48995398.62725085,-0.020092027454982998,-0.036036036036036036,0,0
P01025,substation,forest,156,50000000.0,Low,Monsoon,vendor_4,2.6,Stable,191,54330016.72322614,0.08660033446452275,0.22435897435897437,0,1
P01026,overhead_line,plains,100,10000000.0,Medium,Winter,vendor_10,3.0,Stable,120,11393871.898505483,0.1393871898505483,0.2,1,1
P01027,underground_cable,plains,178,20000000.0,Medium,Winter,vendor_11,3.6,Stable,215,23879649.22539157,0.19398246126957852,0.20786516853932585,1,1
P01028,substation,urban,175,50000000.0,Medium,Winter,vendor_2,4.1,Stable,179,51762120.15644813,0.035242403128962665,0.022857142857142857,0,0
P01029,substation,hilly,210,50000000.0,Low,Winter,vendor_17,4.4,Volatile,203,54100810.10837818,0.08201620216756358,-0.03333333333333333,0,0
P01030,substation,forest,177,50000000.0,Low,Summer,vendor_2,2.7,Stable,197,55994972.53794424,0.11989945075888485,0.11299435028248588,1,1
P01031,overhead_line,plains,142,10000000.0,Medium,Winter,vendor_6,3.4,Stable,155,10614088.42775157,0.06140884277515691,0.09154929577464789,0,0
P01032,substation,hilly,202,50000000.0,Low,Summer,vendor_4,4.6,Stable,204,51558848.57250278,0.03117697145005554,0.009900990099009901,0,0
P01033,underground_cable,hilly,166,20000000.0,High,Winter,vendor_13,2.8,Volatile,175,20940960.520892903,0.04704802604464516,0.05421686746987952,0,0
P01034,substation,hilly,200,50000000.0,Low,Monsoon,vendor_19,4.7,Stable,222,50243744.214456685,0.004874884289133697,0.11,0,1
P01035,substation,plains,161,50000000.0,Low,Summer,vendor_16,3.3,Stable,162,51930926.90121172,0.038618538024234476,0.006211180124223602,0,0
P01036,underground_cable,plains,120,20000000.0,Low,Winter,vendor_4,4.4,Volatile,115,20623779.892276846,0.031188994613842294,-0.041666666666666664,0,0
P01037,underground_cable,hilly,163,20000000.0,Low,Winter,vendor_16,3.3,Stable,179,21643553.153903216,0.0821776576951608,0.09815950920245399,0,0
P01038,overhead_line,forest,133,10000000.0,Low,Summer,vendor_10,3.4,Stable,134,10385824.679753797,0.03858246797537971,0.007518796992481203,0,0
P01039,substation,plains,192,50000000.0,Medium,Summer,vendor_19,3.0,Volatile,221,66705192.54484261,0.3341038508968522,0.15104166666666666,1,1
P01040,substation,plains,189,50000000.0,Medium,Winter,vendor_10,3.0,Volatile,182,51303654.2180992,0.026073084361983984,-0.037037037037037035,0,0
P01041,underground_cable,plains,127,20000000.0,Low,Winter,vendor_12,3.2,Stable,130,20286364.1757824,0.014318208789120056,0.023622047244094488,0,0
P01042,overhead_line,hilly,103,10000000.0,Low,Summer,vendor_5,3.7,Stable,107,10594341.037621673,0.05943410376216732,0.038834951456310676,0,0
P01043,underground_cable,urban,138,20000000.0,Low,Winter,vendor_18,4.1,Stable,137,20091800.622503478,0.004590031125173904,-0.007246376811594203,0,0
P01044,overhead_line,plains,101,10000000.0,Medium,Summer,vendor_13,4.1,Stable,99,10075349.068649117,0.00753490686491169,-0.019801980198019802,0,0
P01045,overhead_line,plains,131,10000000.0,Medium,Summer,vendor_10,4.9,Stable,119,9308042.499117224,-0.06919575008827765,-0.0916030534351145,0,0
P01046,overhead_line,forest,118,10000000.0,Low,Summer,vendor_20,2.6,Stable,120,10532567.030885195,0.053256703088519534,0.01694915254237288,0,0
P01047,substation,forest,177,50000000.0,Low,Summer,vendor_16,4.8,Volatile,163,52828938.91962688,0.05657877839253753,-0.07909604519774012,0,0
P01048,substation,forest,209,50000000.0,Low,Summer,vendor_2,3.6,Stable,215,52657742.844617225,0.053154856892344504,0.028708133971291867,0,0
P01049,substation,hilly,183,50000000.0,Medium,Monsoon,vendor_12,4.0,Stable,217,52759677.35418018,0.05519354708360359,0.18579234972677597,0,1
P01050,overhead_line,plains,153,10000000.0,High,Summer,vendor_19,3.9,Stable,153,10085215.24523122,0.00852152452312205,0.0,0,0
P01051,substation,plains,155,50000000.0,Low,Monsoon,vendor_1,4.5,Stable,173,49199233.0768837,-0.01601533846232593,0.11612903225806452,0,1
P01052,overhead_line,forest,96,10000000.0,Low,Winter,vendor_11,4.1,Stable,93,9748504.59314076,-0.025149540685923958,-0.03125,0,0
P01053,substation,plains,183,50000000.0,Low,Summer,vendor_12,4.0,Volatile,177,53767672.944734745,0.0753534588946949,-0.03278688524590164,0,0
P01054,overhead_line,plains,120,10000000.0,Medium,Winter,vendor_12,4.5,Stable,116,9505780.772400208,-0.04942192275997922,-0.03333333333333333,0,0
P01055,overhead_line,plains,130,10000000.0,High,Winter,vendor_7,3.1,Stable,132,10384711.204115141,0.03847112041151412,0.015384615384615385,0,0
P01056,overhead_line,hilly,141,10000000.0,Low,Summer,vendor_19,3.9,Stable,138,9944237.346660255,-0.005576265333974548,-0.02127659574468085,0,0
P01057,overhead_line,plains,117,10000000.0,Low,Summer,vendor_2,2.7,Stable,124,10684082.330262799,0.06840823302627988,0.05982905982905983,0,0
P01058,substation,plains,191,50000000.0,Low,Monsoon,vendor_20,4.1,Volatile,175,48017937.45727931,-0.039641250854413806,-0.08376963350785341,0,0
P01059,overhead_line,forest,87,10000000.0,Low,Winter,vendor_19,5.0,Stable,82,9348894.515637033,-0.06511054843629673,-0.05747126436781609,0,0
P01060,overhead_line,urban,147,10000000.0,Low,Winter,vendor_15,3.7,Volatile,142,9937103.38498884,-0.006289661501115933,-0.034013605442176874,0,0
P01061,underground_cable,plains,110,20000000.0,Low,Summer,vendor_8,4.3,Stable,113,20937049.099410117,0.04685245497050583,0.02727272727272727,0,0
P01062,underground_cable,plains,134,20000000.0,Low,Summer,vendor_5,4.2,Stable,124,18838782.259024452,-0.058060887048777376,-0.07462686567164178,0,0
P01063,substation,hilly,192,50000000.0,Medium,Winter,vendor_11,3.2,Volatile,225,68102807.52937743,0.3620561505875486,0.171875,1,1
P01064,overhead_line,hilly,102,10000000.0,Medium,Summer,vendor_17,4.0,Stable,133,11619509.25583259,0.16195092558325902,0.30392156862745096,1,1
P01065,substation,hilly,174,50000000.0,Low,Summer,vendor_19,4.5,Volatile,166,51287573.81339922,0.02575147626798436,-0.04597701149425287,0,0
P01066,substation,plains,191,50000000.0,Medium,Monsoon,vendor_11,3.1,Stable,227,53984349.81645261,0.07968699632905216,0.18848167539267016,0,1
P01067,substation,plains,193,50000000.0,Medium,Winter,vendor_3,3.7,Stable,217,57406932.95586838,0.14813865911736757,0.12435233160621761,1,1
P01068,underground_cable,urban,129,20000000.0,Medium,Summer,vendor_8,4.3,Volatile,174,26839445.188625153,0.34197225943125764,0.3488372093023256,1,1
P01069,overhead_line,urban,137,10000000.0,Low,Winter,vendor_4,3.3,Stable,150,11004090.03558561,0.10040900355856101,0.0948905109489051,1,0
P01070,overhead_line,plains,136,10000000.0,Low,Summer,vendor_4,2.7,Stable,138,10437424.007479252,0.04374240074792523,0.014705882352941176,0,0
P01071,overhead_line,hilly,135,10000000.0,Low,Summer,vendor_8,4.0,Stable,124,9402328.618841,-0.05976713811590001,-0.08148148148148149,0,0
P01072,underground_cable,hilly,153,20000000.0,Low,Winter,vendor_3,4.0,Stable,138,17928246.03360369,-0.10358769831981547,-0.09803921568627451,0,0
P01073,overhead_line,forest,106,10000000.0,Low,Summer,vendor_6,3.5,Volatile,106,10569345.550948434,0.05693455509484336,0.0,0,0
P01074,underground_cable,plains,159,20000000.0,Low,Summer,vendor_15,3.5,Stable,161,20853661.99898107,0.04268309994905349,0.012578616352201259,0,0
P01075,substation,hilly,217,50000000.0,Medium,Winter,vendor_9,4.3,Stable,196,45367287.66871696,-0.09265424662566081,-0.0967741935483871,0,0
P01076,substation,forest,157,50000000.0,Medium,Summer,vendor_11,3.0,Volatile,159,54193838.516665414,0.08387677033330827,0.012738853503184714,0,0
P01077,substation,hilly,159,50000000.0,Low,Summer,vendor_17,3.8,Stable,160,50768427.219819225,0.015368544396384508,0.006289308176100629,0,0
P01078,substation,plains,187,50000000.0,Low,Winter,vendor_18,3.1,Stable,205,53878423.54193128,0.07756847083862559,0.0962566844919786,0,0
P01079,overhead_line,urban,122,10000000.0,Medium,Monsoon,vendor_5,4.4,Stable,147,10477739.551816765,0.04777395518167652,0.20491803278688525,0,1
P01080,overhead_line,plains,115,10000000.0,Low,Summer,vendor_15,4.6,Volatile,114,11364465.268975072,0.13644652689750716,-0.008695652173913044,1,0
P01081,overhead_line,hilly,74,10000000.0,Medium,Summer,vendor_5,4.0,Volatile,80,11498346.179529592,0.14983461795295924,0.08108108108108109,1,0
P01082,substation,plains,183,50000000.0,Medium,Winter,vendor_6,3.4,Stable,196,54333724.76894558,0.08667449537891164,0.07103825136612021,0,0
P01083,substation,plains,186,50000000.0,Low,Summer,vendor_1,4.5,Stable,176,47311466.041457206,-0.05377067917085588,-0.053763440860215055,0,0
P01084,substation,plains,166,50000000.0,Medium,Monsoon,vendor_1,3.0,Volatile,185,51839575.02918341,0.0367915005836682,0.1144578313253012,0,1
P01085,overhead_line,plains,136,10000000.0,Low,Winter,vendor_6,2.8,Stable,150,10962952.45817247,0.09629524581724704,0.10294117647058823,0,1
P01086,substation,hilly,184,50000000.0,High,Summer,vendor_14,4.9,Stable,186,50814253.31784675,0.016285066356935055,0.010869565217391304,0,0
P01087,substation,hilly,162,50000000.0,Low,Summer,vendor_13,3.5,Stable,161,50714131.45030065,0.014282629006012976,-0.006172839506172839,0,0
P01088,substation,plains,195,50000000.0,Medium,Winter,vendor_9,4.9,Volatile,218,56228937.71055767,0.12457875421115339,0.11794871794871795,1,1
P01089,overhead_line,forest,103,10000000.0,Low,Summer,vendor_6,4.5,Stable,100,9864472.17807166,-0.013552782192833908,-0.02912621359223301,0,0
P01090,underground_cable,hilly,127,20000000.0,Low,Winter,vendor_20,3.5,Volatile,128,23002801.08057488,0.15014005402874406,0.007874015748031496,1,0
P01091,substation,hilly,232,50000000.0,High,Winter,vendor_2,3.0,Volatile,290,66261273.62175695,0.325225472435139,0.25,1,1
P01092,substation,plains,238,50000000.0,Low,Summer,vendor_19,2.7,Stable,247,53955403.603022605,0.0791080720604521,0.037815126050420166,0,0
